age,gender,occupation,branch_code,current_balance,churn
42,Male,self_employed,38,11455.89,0
76,Male,self_employed,1,20460.81,0
34,Male,salaried,147,1198.86,0
41,Female,self_employed,177,2353.27,0
29,Female,self_employed,273,6156.37,0
31,Male,salaried,161,1107.56,0
35,Male,self_employed,67,7863.44,0
23,Male,student,663,4665.93,0
43,Female,self_employed,36,761.51,1
45,Female,self_employed,1221,10816.68,0
57,Female,self_employed,1349,1429.2,0
31,Male,salaried,2085,719.69,1
43,Male,self_employed,1660,8850.21,0
48,Female,self_employed,1016,1186.35,1
49,Male,self_employed,6,2286.92,1
36,Female,self_employed,733,5638.82,0
68,Male,salaried,526,1945.25,0
34,Female,salaried,837,4155.56,0
43,Male,self_employed,793,2029.46,1
26,Male,student,113,20869.95,0
75,Male,retired,998,3408.8,0
61,Female,self_employed,1080,4302.34,0
40,Male,salaried,993,7443,0
49,Female,self_employed,1391,5896.69,0
80,Male,retired,240,1486.45,0
61,Female,self_employed,2819,2828.11,0
36,Female,self_employed,1676,4008.02,0
76,Male,retired,666,23832.34,0
37,Male,self_employed,92,6473.48,0
44,Male,self_employed,1437,400.35,0
35,Female,self_employed,563,6857.62,0
53,Male,salaried,79,148.62,1
52,Female,self_employed,1056,1665.97,0
80,Male,,1061,1938.44,0
69,Male,salaried,157,2006.26,0
49,Male,self_employed,3699,2884,0
58,Female,self_employed,587,1520.83,0
44,Male,self_employed,3014,2009.74,1
48,Female,self_employed,2826,15960.14,1
64,Male,self_employed,654,12276.57,0
45,Male,self_employed,2325,2860.75,0
60,Male,self_employed,1561,1869.91,0
44,Male,salaried,466,1538.56,0
59,Male,salaried,44,6975.72,0
74,Male,retired,15,1822.75,0
71,Female,self_employed,945,4288.61,0
47,Male,self_employed,33,6270.95,0
46,Female,self_employed,422,837.3,0
30,Male,student,148,742.07,1
46,Male,self_employed,1281,498.12,0
41,Male,self_employed,3015,5735.95,0
44,Female,self_employed,568,2382.91,0
44,Male,salaried,258,1717.91,0
66,Female,self_employed,1408,3978.33,0
38,Male,self_employed,1784,2537.89,0
90,,self_employed,538,2073.94,1
69,Male,self_employed,680,3878.59,0
27,Male,salaried,2676,892.39,0
55,Male,self_employed,1717,12334.71,0
80,Male,retired,4364,2056.81,0
8,Male,student,40,2628.85,0
20,Male,student,114,2477.42,0
35,Male,self_employed,3284,3614.61,1
16,Female,student,54,4856.96,0
34,Female,salaried,2035,14134.23,0
53,Female,salaried,671,4186.74,0
31,Male,self_employed,1808,1863.48,1
45,Male,salaried,1626,1979.56,0
41,Female,self_employed,2149,1541.14,0
79,Female,self_employed,22,1797.19,0
43,Male,self_employed,1021,3636.29,0
35,Male,self_employed,616,1630.15,0
28,Female,self_employed,1237,9883.69,0
41,Male,self_employed,1449,1737.16,0
47,Male,self_employed,121,8799.49,1
32,Female,self_employed,515,2604.28,0
13,Female,student,3426,5664.47,0
67,Male,salaried,1333,2388.33,0
59,Female,self_employed,1130,2501.42,0
55,Male,self_employed,426,14934.74,1
57,Male,salaried,130,23461.74,0
51,Male,self_employed,2780,17937.77,0
57,Female,self_employed,540,7353.9,0
58,Female,self_employed,1105,19364.62,0
53,Male,self_employed,45,955.66,0
50,Female,self_employed,1814,6022.51,0
52,Female,self_employed,3775,8214.33,0
90,Male,self_employed,8,15524.2,0
45,Female,self_employed,231,4366.01,0
35,Female,self_employed,18,4825.86,0
42,Female,self_employed,1329,3813.41,0
45,Male,self_employed,2123,3196.12,0
52,Male,self_employed,793,1476.64,0
43,Female,self_employed,192,31090.44,0
60,Female,self_employed,121,2159.13,1
55,Male,self_employed,80,2274.91,0
44,Female,self_employed,92,1489.25,0
37,Female,self_employed,42,1112.63,1
33,Female,self_employed,364,1367.24,0
41,Male,self_employed,516,95.33,1
34,Male,self_employed,210,3329.66,0
39,Male,self_employed,209,12271.76,0
85,Male,self_employed,1401,25825.55,0
22,Female,student,1386,58110.21,0
21,Male,student,551,2214.09,0
35,Female,self_employed,47,77.01,1
58,Female,self_employed,910,1702.44,0
68,Male,retired,3354,9318.94,0
71,Male,self_employed,149,1150.15,0
40,Female,self_employed,3,4970.17,0
60,Male,self_employed,455,3394.95,0
56,Female,self_employed,2035,12122.18,0
37,Male,self_employed,595,6562.39,0
41,Female,self_employed,860,1273.45,1
57,Male,salaried,1672,43936.38,0
41,Male,self_employed,144,10672.46,0
79,Male,retired,2286,4154.96,0
52,Female,salaried,512,2860.25,0
23,Male,student,1360,1630.71,1
43,Male,self_employed,1517,3993.06,0
26,Male,salaried,90,7195.16,0
62,Female,self_employed,469,6169.85,0
80,Male,retired,320,4606.26,0
40,Female,self_employed,159,9385.4,0
54,Female,self_employed,40,28428.67,0
39,Male,self_employed,378,1839.65,0
48,Female,self_employed,457,14344.13,0
53,Female,self_employed,259,8213.59,0
48,Female,self_employed,21,2254.25,0
90,Male,self_employed,1261,3380.62,0
75,Male,salaried,1286,6084.08,0
79,Male,self_employed,131,19231.11,1
59,Male,salaried,1819,4511.41,0
34,Female,self_employed,14,33281.64,0
47,Male,self_employed,26,2331.55,0
32,Male,self_employed,1574,3825.72,0
29,Male,salaried,1055,5118.25,0
50,Male,self_employed,3118,729.77,1
67,Male,self_employed,119,30349.71,0
42,Male,self_employed,1,3162.56,0
43,Male,salaried,1298,4206.4,0
31,Female,self_employed,596,1815.67,0
51,Female,self_employed,477,1594.15,0
50,Female,self_employed,668,3337.88,0
42,Female,self_employed,148,11037.15,0
24,Male,student,711,1101.13,1
90,Male,retired,3,9164.2,0
28,Female,salaried,133,2285.89,0
32,Male,salaried,120,4315.49,0
52,Male,self_employed,736,4353.76,0
65,Male,self_employed,1119,2230.25,0
64,Female,self_employed,175,1755.01,1
77,Male,retired,253,15239.81,0
39,Female,self_employed,1701,2105.63,1
36,Male,salaried,4,10274.2,0
38,Female,self_employed,1757,1815.12,0
31,Male,self_employed,393,1284.54,0
24,Female,student,875,3367.22,0
37,Female,self_employed,68,3133.9,0
44,Male,salaried,516,1799.06,0
78,Female,self_employed,718,6582.34,0
43,Male,self_employed,194,7222.5,0
61,Male,salaried,182,16635.33,0
67,Male,retired,1471,9622.16,0
48,Female,self_employed,112,8709.04,0
37,Male,self_employed,2918,40.19,0
37,Male,self_employed,1042,2010.72,0
33,Male,salaried,1661,2838.26,1
36,Male,self_employed,152,1867.38,0
33,Male,salaried,1276,3907.48,0
45,Male,salaried,1280,12053.39,0
29,Female,student,160,1433.74,0
48,Female,self_employed,1853,1361.06,0
42,Male,self_employed,26,92691.9,0
45,Male,self_employed,1863,10901.8,0
76,Male,retired,420,5834.11,1
69,Male,retired,2535,2847.32,0
66,Female,self_employed,44,4884.55,0
38,Male,salaried,1098,8431.16,0
76,Female,retired,384,1502.37,0
38,Male,salaried,1116,3234.7,0
21,Male,student,1229,13604.5,0
60,Male,salaried,2390,2648.97,1
60,Male,self_employed,31,836.64,1
9,Female,student,934,2086.73,1
51,Female,self_employed,1360,2021.66,0
41,Male,salaried,44,36133.52,0
32,Male,self_employed,782,13727.59,0
37,Male,salaried,1341,4433.06,0
51,Male,self_employed,79,21643.92,1
66,Male,salaried,526,5984.73,0
13,Female,student,280,1429.21,0
69,Male,retired,815,6509.38,1
85,Male,salaried,523,2818.8,0
32,Female,self_employed,958,9047.04,0
31,Female,self_employed,1939,1691.32,0
63,Male,self_employed,1907,2081.6,1
30,Male,self_employed,300,24448.99,0
63,Male,self_employed,2194,5635.44,1
51,Female,self_employed,42,67950.02,0
26,Female,salaried,1120,2964.73,0
38,Male,self_employed,811,9748.79,1
48,Male,salaried,440,1539.96,0
43,Female,self_employed,79,3896.3,0
51,Female,self_employed,306,4974.48,0
35,Female,self_employed,1671,2400.35,0
62,Male,self_employed,59,6340.04,0
71,Female,self_employed,11,2951.19,0
37,Female,self_employed,103,506.7,1
40,Male,salaried,90,4772.46,0
8,Male,student,404,1505.97,1
20,Male,student,1549,2675.93,0
45,Male,self_employed,1346,3670.03,0
50,Male,salaried,248,1839.75,1
51,Male,salaried,2939,2458.51,0
49,Female,self_employed,1216,7095.58,0
41,Male,self_employed,292,2184.21,0
70,Female,self_employed,1345,3047.47,0
59,Male,self_employed,1400,1882.18,0
30,Male,self_employed,712,866.53,1
32,Male,self_employed,145,8965.77,0
69,Female,self_employed,860,1678.87,0
46,Female,self_employed,1296,1854.47,0
62,Male,self_employed,1221,4654.98,0
37,Female,self_employed,27,14916.33,0
90,,self_employed,1341,2012.5,0
77,Female,self_employed,1,5391,0
29,Female,salaried,503,471.73,1
46,Female,self_employed,1067,12566.96,1
18,Female,student,2754,2973.59,0
53,Female,self_employed,261,930.05,0
58,Male,self_employed,3239,17328.57,0
78,Male,self_employed,22,1668.89,0
63,Female,self_employed,129,492.02,0
61,Male,self_employed,1660,231.1,1
41,Male,self_employed,184,37672.19,0
82,Male,retired,357,1406.12,0
12,Male,student,2052,2382.22,0
57,Male,self_employed,3933,2288.37,0
61,Female,salaried,587,2655.06,1
40,Male,self_employed,1676,3422.34,1
35,Male,self_employed,2124,8812.88,0
84,Female,self_employed,124,3583.66,1
46,Female,salaried,601,5164.74,0
46,Male,salaried,634,6586.22,0
23,Male,student,1678,4960.36,0
65,Female,self_employed,88,20970.41,0
58,Female,self_employed,2845,826.87,1
27,Female,student,41,6269.4,0
60,Male,self_employed,554,9298.55,0
40,Female,self_employed,641,2631.13,0
51,Male,salaried,2722,2679.78,0
22,Male,self_employed,2235,4975.82,0
43,Male,self_employed,2129,2982.55,0
39,Male,salaried,357,3546.64,0
67,Female,self_employed,558,3456.87,0
62,Male,self_employed,1897,2000.13,0
43,Female,self_employed,2728,10027.19,0
43,Male,salaried,376,15902.37,0
25,Female,student,1557,11454.77,0
34,Female,salaried,440,10277.16,0
59,Female,self_employed,130,5963.74,0
49,Male,salaried,88,6237.67,0
28,Male,salaried,2601,3286.93,0
75,Male,retired,795,3547.92,0
48,Male,self_employed,2667,55.85,1
30,Female,student,436,13977.26,1
22,Female,student,289,737.83,1
72,Female,retired,1582,623.15,0
55,Male,self_employed,450,7188.79,0
54,Male,self_employed,370,1200.13,0
46,Female,salaried,454,4559.26,0
90,Male,retired,3643,854.89,0
56,Female,self_employed,1316,2437.48,0
62,Male,self_employed,1434,-1718.82,1
79,Male,self_employed,3456,13724.51,0
27,Female,self_employed,1250,3760.08,0
66,Female,retired,18,3754.87,0
58,Female,self_employed,141,4585.3,0
34,Female,self_employed,395,11409.99,0
73,Female,self_employed,423,179.9,1
71,Female,self_employed,69,8715.72,1
78,Female,self_employed,705,3495.45,0
42,Female,self_employed,1391,1318.34,0
57,Female,self_employed,2765,4250.84,0
69,Male,self_employed,289,5699.65,0
46,Male,self_employed,3066,312.85,1
35,Male,self_employed,138,1884.5,0
28,Male,self_employed,1090,7286.95,0
29,Male,salaried,249,1703.62,0
44,Male,self_employed,1433,353.31,1
90,,self_employed,224,1730.63,0
32,Female,self_employed,1650,156.72,1
27,Female,self_employed,1482,1157.57,0
81,Male,retired,249,8808.64,0
76,Male,retired,1345,845.02,0
28,Female,self_employed,219,2724.17,0
48,Female,salaried,1643,2759.09,0
48,Male,salaried,680,1739.41,0
37,Male,self_employed,235,940.96,1
30,Male,self_employed,2038,9359,0
39,Female,self_employed,450,3774.42,0
48,Male,self_employed,457,3814.25,0
46,Female,self_employed,141,2242.39,0
29,Male,self_employed,526,6298.48,0
73,Female,self_employed,1019,11472.41,0
60,Male,salaried,321,3601.99,0
61,Male,self_employed,8,1690.84,0
25,Male,student,8,2018.6,0
13,Male,student,88,5713.39,1
46,Male,self_employed,1778,7675.64,1
32,Female,self_employed,881,3882.94,0
62,Female,salaried,541,30372.99,0
59,Female,self_employed,114,1000.16,1
90,,self_employed,227,2499.67,0
54,Female,self_employed,7,1428.55,0
37,Male,self_employed,1446,5014.51,0
90,Male,self_employed,84,32908.3,0
62,Female,self_employed,212,23963.37,0
39,Male,salaried,468,1454.28,0
44,Male,self_employed,89,6310.23,0
43,Male,self_employed,68,3839.32,0
66,Male,self_employed,2754,8057.51,0
49,Female,self_employed,1261,467.45,0
34,Male,self_employed,148,5583.3,0
30,Male,salaried,1754,3161.11,0
30,Male,self_employed,2884,14480.87,0
90,Male,self_employed,3,3188.85,0
39,Female,student,754,2552.24,0
87,Male,retired,894,3098.95,0
57,Male,self_employed,663,895.85,0
39,Female,self_employed,558,4245.85,0
46,Male,salaried,1358,3537.87,0
90,,self_employed,3937,166.06,1
47,Male,self_employed,1621,3788.59,0
80,Male,self_employed,33,6595.85,0
49,Male,self_employed,1835,30803.51,0
78,Male,retired,185,2220.22,0
51,Male,self_employed,1386,6025.83,0
35,Male,self_employed,395,3531.68,0
42,Female,self_employed,89,481.91,0
64,Female,self_employed,10,5450.75,1
44,Female,self_employed,2851,3994.64,0
32,Male,self_employed,2292,6588.04,0
64,Male,salaried,481,5058.51,0
54,Female,self_employed,456,6643.45,0
28,Female,salaried,13,4237.54,0
36,Male,salaried,2684,2228.13,0
47,Male,self_employed,40,1967.55,0
51,Male,self_employed,1242,24461.89,1
60,Female,self_employed,630,5101.76,0
53,Female,self_employed,967,5829.97,0
31,Female,self_employed,2481,1485.84,0
22,Male,salaried,509,6821.76,0
30,Female,self_employed,140,3424.31,0
79,Male,retired,14,2268.6,0
72,Female,self_employed,235,3948.65,0
59,Female,self_employed,783,2088.48,0
49,Male,self_employed,67,16307.4,0
29,Male,self_employed,1567,3873.37,0
41,Male,salaried,217,5195.13,0
64,Male,self_employed,381,8702.12,0
32,Female,student,2762,1784.43,0
90,,self_employed,950,25213.65,0
43,Female,self_employed,1905,4058.62,0
30,Female,student,129,1699.89,0
47,Male,self_employed,2095,3136.24,1
43,Male,self_employed,231,8562.9,0
25,Male,self_employed,251,12376.11,0
51,Female,self_employed,925,1883.23,0
40,Male,self_employed,2752,2574.76,0
30,Female,self_employed,251,10341.74,1
49,Male,self_employed,157,11366.46,0
35,Male,self_employed,1598,659.67,1
67,Female,self_employed,101,3916.15,0
55,Male,self_employed,589,5069.65,0
66,Male,self_employed,758,18703.89,0
16,Female,student,1791,4222.98,0
41,Female,self_employed,174,4553.33,0
66,Male,self_employed,397,6358.04,0
53,Male,salaried,2492,303.54,1
25,Male,salaried,2507,2784.92,0
51,Female,self_employed,1641,1696.68,1
41,Female,self_employed,3716,3507.64,0
36,Male,self_employed,661,3058.74,0
34,Male,salaried,444,11550.3,0
37,Female,self_employed,533,2985.71,0
45,Male,salaried,589,7044.1,0
40,Female,salaried,1565,8258.73,0
29,Male,self_employed,650,4365.18,0
49,Female,salaried,1407,1927.87,0
30,Female,self_employed,806,3863.05,0
69,Male,retired,1674,1673.01,0
66,Female,self_employed,1014,2780.86,0
48,Male,self_employed,120,13366.8,1
68,Male,self_employed,4221,2330.64,1
80,Male,retired,2675,2133,0
55,Male,salaried,3184,16095.9,0
27,Female,self_employed,540,1181.08,0
67,Male,retired,1219,10034.33,0
76,Male,salaried,86,4162.92,0
13,Male,student,667,3607.47,0
53,Male,self_employed,2132,7929.59,0
38,Male,salaried,605,5217.95,0
55,Male,salaried,2412,1107.52,1
71,Male,salaried,2830,8719.39,0
28,Male,salaried,1649,1632.77,0
44,Female,self_employed,33,13576.45,0
90,Male,retired,1799,1215.73,0
37,Male,self_employed,1476,160.03,1
46,Male,self_employed,3994,1346.09,0
53,Male,self_employed,106,22302.22,0
51,Female,self_employed,85,4607.41,0
38,Female,self_employed,17,1465.11,0
43,Male,self_employed,736,4345.45,1
59,Male,self_employed,779,7644.55,0
70,Male,self_employed,986,2460.19,0
34,Male,self_employed,40,1721.08,0
82,Male,retired,322,1810.81,0
37,Female,self_employed,306,1072.33,1
38,Female,salaried,545,14857.44,0
52,Female,self_employed,153,13105.28,0
10,Male,student,60,3902.69,0
10,Female,student,104,1500.52,0
71,Male,retired,1993,6433.26,0
49,Male,self_employed,145,1568.43,0
53,Male,salaried,3657,88534.19,0
49,Female,self_employed,276,2139.27,0
43,Female,self_employed,316,17579.3,0
64,Female,self_employed,1233,16740.29,0
49,Male,salaried,308,1673.11,0
61,Male,self_employed,788,1691.17,0
57,Male,self_employed,581,5142.37,0
7,Male,student,1282,9058.66,0
48,Male,salaried,3782,1429.07,1
12,Male,student,354,2863.58,0
74,Female,retired,408,2424.1,0
63,Male,self_employed,120,6636.77,0
64,Female,self_employed,134,10344.46,0
37,Male,salaried,376,6509.62,0
78,Male,retired,1578,8466.06,0
39,Female,salaried,485,9489.15,0
50,Male,self_employed,820,1535.5,0
65,Male,retired,141,14364.12,0
50,Male,self_employed,265,1618.68,0
45,Female,self_employed,1362,1797.24,0
35,Female,self_employed,1206,12329.9,0
71,Male,salaried,109,1984,0
38,Male,salaried,62,3543.87,0
76,Female,self_employed,328,2040.84,0
50,Female,self_employed,378,5608.29,1
52,Male,salaried,135,349.68,0
43,Male,self_employed,1317,12410.04,0
90,Male,retired,14,1765.11,0
34,Male,self_employed,2873,8169.94,0
53,Female,self_employed,14,3625.97,0
45,Male,salaried,1752,7322.2,0
54,Male,salaried,159,1813.05,0
44,Female,salaried,1075,2747.92,0
30,Male,salaried,1297,9357.58,1
27,Female,student,1512,2951.14,0
40,Female,self_employed,1377,14058.11,0
30,Female,self_employed,2388,1323.98,0
69,Female,retired,1268,4773.21,0
35,Male,salaried,182,2844.73,1
40,Female,self_employed,331,17004.55,0
54,Female,self_employed,15,489.43,1
71,Female,self_employed,1918,4048.74,0
90,Male,self_employed,115,4700.24,0
26,Female,self_employed,2860,345.22,1
26,Female,self_employed,1398,5755.53,0
42,Male,salaried,36,1604.42,0
43,Male,salaried,667,1889.06,0
45,Female,self_employed,77,406.84,0
35,Male,salaried,1305,14056.54,0
32,Male,salaried,728,15092.7,0
41,Male,salaried,259,1852.75,0
44,Female,self_employed,3699,404.71,0
55,Male,self_employed,800,4469.59,0
63,Female,self_employed,641,3370.08,0
35,Female,self_employed,325,11161.19,0
34,Female,self_employed,15,1565.44,0
38,Male,self_employed,131,1631.75,0
27,Female,student,49,1499.69,0
60,Female,self_employed,2387,1637.6,0
49,Male,self_employed,1333,258.6,1
23,Male,student,325,22898.32,1
36,Female,self_employed,76,1559.03,0
48,Female,self_employed,609,459.43,1
70,Female,retired,383,5965.04,0
66,Male,self_employed,79,25469.17,0
41,Male,salaried,1621,7913.67,0
72,Male,retired,285,2437.79,0
36,Male,self_employed,108,3943.34,0
57,Male,self_employed,633,33318.77,0
35,Female,self_employed,591,2563.5,0
33,Female,self_employed,1388,4865.83,1
44,Male,self_employed,249,13246.44,0
30,Male,self_employed,1026,44.72,1
60,Male,salaried,85,4787.34,0
54,Male,self_employed,3209,3185.66,0
36,Female,self_employed,1006,4335.8,0
42,Male,self_employed,1562,3239.46,0
68,Male,retired,35,3643.31,0
54,Female,self_employed,404,38400.95,0
62,Female,self_employed,32,2046.94,0
72,Male,retired,328,293.58,1
27,Female,salaried,141,7731.22,0
46,Male,self_employed,114,2168.37,0
72,Male,retired,129,2833,1
58,Male,self_employed,180,896.82,0
50,Male,self_employed,52,3611.2,0
36,Male,self_employed,1125,241.76,0
30,Male,salaried,2530,5899.21,1
24,Female,salaried,918,2108.19,1
44,Male,salaried,298,3827.2,0
33,Male,self_employed,595,352.57,1
34,Male,salaried,16,55166.48,0
29,Male,salaried,2291,5546.82,0
42,Male,self_employed,2131,338.35,0
72,Male,retired,503,3077.54,0
71,Male,self_employed,2983,3869.34,0
57,Male,self_employed,583,590.16,0
13,Male,student,890,50000.54,0
44,Male,self_employed,188,4748.65,0
34,Male,self_employed,348,1822.86,0
54,Female,self_employed,194,1791.45,0
67,Male,retired,1314,2058.41,0
50,Male,salaried,168,1090.16,1
41,Female,self_employed,1796,1899.32,0
52,Female,retired,92,9844.12,0
45,Male,self_employed,867,2711.33,0
74,Male,self_employed,568,4312.65,0
44,Male,self_employed,1059,4896.54,0
90,,self_employed,158,1032.4,1
28,Male,self_employed,1318,6037.24,1
44,Female,self_employed,39,6422.7,0
48,Male,self_employed,80,48292.39,0
44,Male,self_employed,41,5684.28,0
32,Female,salaried,68,11747.55,0
70,Male,self_employed,540,31372.96,0
33,Female,salaried,17,5117.72,0
72,Male,self_employed,388,46953.3,0
62,Female,retired,376,6230.76,0
41,Male,self_employed,432,9196.48,0
61,Male,self_employed,692,4450.38,0
41,Female,self_employed,1216,271,1
79,Female,retired,1395,1298.67,0
51,Male,self_employed,135,1381.73,0
42,Male,self_employed,2077,658.1,0
48,Male,self_employed,2112,42358.45,0
30,Female,self_employed,129,5668.22,0
90,Female,self_employed,1223,2110.88,1
90,,self_employed,572,11366.35,0
37,Male,salaried,87,1938.36,0
72,Male,retired,15,2773.94,0
61,Female,self_employed,280,27695.34,0
44,Female,self_employed,209,150.29,1
25,Male,salaried,1799,3493.14,0
54,Male,salaried,1421,31833.45,1
56,Female,self_employed,27,1514.85,0
69,Male,retired,4004,1658.43,0
34,Female,self_employed,195,20239.38,0
31,Female,self_employed,1244,5103.11,0
70,Male,self_employed,210,4125.44,0
30,Male,self_employed,154,2414.62,0
54,Male,self_employed,546,396.63,1
27,Female,student,501,12843.22,0
23,Male,student,1454,1686.61,1
41,Male,self_employed,964,1848.86,0
19,Male,student,101,5267.69,0
38,Male,salaried,524,4403.86,0
50,Male,self_employed,1804,132.31,1
90,Male,self_employed,1343,2294.35,0
45,Female,self_employed,339,1763.67,0
54,Male,self_employed,222,4425.64,0
39,Male,self_employed,663,471.17,0
35,Male,self_employed,577,7995.26,0
45,Male,salaried,1464,1534.74,0
33,Female,salaried,652,1543.35,0
26,Male,self_employed,3241,2520.16,1
47,Male,salaried,390,2940.4,0
73,Male,retired,563,1523.75,0
69,Female,self_employed,226,2280.37,0
45,Female,self_employed,2713,4181.55,0
57,Male,salaried,791,1356.24,0
90,,self_employed,47,5441.1,1
86,Male,self_employed,412,2872.9,0
65,Male,retired,1308,6697.88,0
43,Male,self_employed,1561,2484.4,0
29,Female,salaried,619,3528.83,0
90,,self_employed,33,2872.82,0
28,Female,salaried,1629,3495,0
50,Male,self_employed,801,12076.19,0
27,Female,self_employed,642,11327.62,0
53,Male,salaried,24,1459.24,0
62,Male,salaried,515,3096.45,0
50,Female,self_employed,1685,1515.07,1
63,Female,salaried,692,3083.67,0
71,Male,self_employed,212,1560.82,0
37,Male,self_employed,1318,10277.87,0
78,Female,self_employed,396,13192.61,0
25,Female,student,544,3112.2,0
41,Female,salaried,4117,1809.87,0
74,Male,retired,503,10330.37,0
30,Male,self_employed,2529,4833.47,0
50,Female,self_employed,1347,1521.43,0
42,Female,self_employed,2830,567.87,0
60,Female,self_employed,327,2544.3,0
57,Female,self_employed,1827,6535.6,0
41,Female,self_employed,2867,6093.08,0
19,Male,salaried,2013,1430.48,0
61,Male,self_employed,1520,6576.94,0
37,Female,self_employed,1015,13640.89,0
50,Male,self_employed,642,1933.74,0
41,Female,self_employed,545,19370.88,0
31,Female,salaried,538,16396.99,0
90,,self_employed,1466,331.87,0
62,Male,salaried,389,907.62,1
36,Male,salaried,1348,36843.16,0
64,Male,salaried,132,3790.62,0
19,Female,self_employed,104,1824.04,1
69,Male,self_employed,63,4264.02,0
43,Male,salaried,1680,2014.93,0
24,Female,salaried,1231,2155.62,0
90,,self_employed,26,3031.92,0
33,Male,salaried,7,16900.61,0
81,Female,self_employed,541,24109.32,0
53,Male,self_employed,422,1768.48,0
76,Male,retired,6,5096.46,0
59,Male,self_employed,859,6577.21,0
50,Female,salaried,835,4448.35,0
90,,self_employed,1690,100374.91,0
51,Male,self_employed,23,5076.79,1
51,Male,salaried,4263,3186.97,0
70,Male,self_employed,436,16023.61,0
64,Male,retired,161,2968.82,0
90,Male,self_employed,1853,5849.38,0
32,Male,salaried,1568,26056.49,0
54,Female,self_employed,1341,6883.57,0
37,Male,salaried,106,3252.29,0
42,Male,self_employed,298,9733.95,0
32,Female,self_employed,1419,569.94,1
63,Male,retired,279,0.4,0
48,Male,self_employed,459,1855.51,0
60,Female,self_employed,3779,1133,0
69,Female,self_employed,253,7184.82,0
31,Male,self_employed,2599,1442.49,0
42,Male,self_employed,2620,1980.87,0
38,Male,salaried,354,7396.44,1
39,Male,self_employed,445,1.97,1
71,Female,self_employed,276,2821.93,0
55,Male,salaried,32,30336.37,1
65,Male,salaried,362,607.24,1
60,Male,self_employed,316,1302.78,0
38,Male,salaried,2610,2430.26,0
90,,self_employed,2242,4876.2,0
35,Male,self_employed,733,2407.12,0
24,Female,student,19,6203.15,0
27,Male,salaried,1892,9649.36,0
33,Male,salaried,8,2378.9,0
31,Female,self_employed,135,1699.79,0
41,Male,self_employed,453,3896.74,1
60,Female,self_employed,753,2432.38,0
58,Male,self_employed,92,5721.85,0
35,Male,self_employed,1514,4996.74,0
44,Male,self_employed,107,7943.19,0
40,Male,salaried,1555,20322.61,0
29,Female,self_employed,37,1765.24,0
35,Female,self_employed,1465,1829.4,0
60,Male,self_employed,3,16083.69,0
32,Male,salaried,187,3194.91,0
48,Male,self_employed,1253,21968.42,0
22,Male,student,1753,4256.24,0
47,Male,self_employed,79,3457.71,1
36,Female,self_employed,1030,1688.44,0
53,Male,self_employed,1657,8979.89,0
54,Male,self_employed,187,3012.39,0
74,Male,self_employed,129,5929.65,1
37,Male,self_employed,227,1429.14,0
64,Female,self_employed,92,2640.55,0
74,Female,self_employed,416,3227.15,0
19,Male,student,155,4897.52,0
46,Male,salaried,375,2804.03,0
50,Female,self_employed,1015,1578.82,0
73,Male,self_employed,19,4273.52,0
51,Female,salaried,541,15839.8,0
64,Female,self_employed,48,10785.8,0
48,Male,self_employed,3,5210.01,0
30,Female,self_employed,437,1993.67,0
55,Female,self_employed,1108,5181.55,1
63,Female,self_employed,782,4776.04,1
37,Male,self_employed,260,11169.78,0
78,Female,self_employed,11,60399.72,0
60,Male,self_employed,307,7678.03,0
55,Female,self_employed,2074,2140.56,0
62,Male,salaried,3,2624.37,0
62,Male,self_employed,2590,9196.29,0
35,Male,salaried,155,2812.44,0
33,Male,self_employed,553,3042.18,0
30,Male,salaried,231,19062.94,1
26,Female,self_employed,925,5753.88,0
35,Male,self_employed,138,19679.96,0
66,Female,self_employed,950,4604.22,0
74,Male,retired,60,1881.61,0
59,Male,salaried,1410,4754.34,0
36,Male,salaried,277,4336.23,0
31,Male,salaried,279,6313.49,0
57,Male,self_employed,115,5822.08,0
47,Male,salaried,1046,8326.28,0
52,Male,self_employed,954,5399.8,1
49,Female,salaried,1999,3986.1,0
84,Female,self_employed,108,10761.5,0
26,Male,self_employed,457,5424.34,0
90,Male,self_employed,104,5584.99,0
25,Male,salaried,268,943.54,1
35,Male,salaried,88,5281.27,1
48,Male,self_employed,148,451.44,1
44,Male,self_employed,1069,7567.46,0
90,Male,self_employed,27,4882.16,0
48,Male,self_employed,2784,37158.78,0
43,Female,self_employed,493,5008.47,0
48,Male,self_employed,1715,7500.44,0
55,Female,self_employed,888,160.45,0
59,Female,self_employed,266,4545.34,0
62,Female,self_employed,1333,8738.96,1
44,Male,salaried,163,3691.19,0
25,Male,student,7,2214.85,0
76,Male,self_employed,11,37007.36,0
57,Female,self_employed,19,8415.57,0
48,Male,self_employed,375,1782.38,0
56,Male,self_employed,103,14904.93,1
40,Female,self_employed,411,2784.99,1
46,Male,self_employed,1437,1838.05,0
35,Male,salaried,329,5256.14,0
57,Male,self_employed,6,8304.84,0
69,Male,self_employed,152,1787.31,0
21,Female,student,1404,5763.37,0
90,Male,self_employed,6,443.54,1
43,Male,salaried,32,5648.3,0
35,Male,salaried,1096,4235.13,0
68,Female,self_employed,33,6953.99,0
53,Female,self_employed,1628,4472.28,0
74,Male,self_employed,1758,1135.27,0
30,Female,self_employed,1252,4066.82,0
70,Male,retired,18,6012.95,0
90,Male,self_employed,526,3301.97,0
29,Male,self_employed,259,3086.76,0
68,Male,retired,2562,7435.26,0
